experiment,model,item,score,score_top_n,category,H_score,score_expected
AUDIT scale,Falcon-3-10B-Instruct,8,3.093161266975545,3.0297117110309197,,,
AUDIT scale,Falcon-3-10B-Instruct,9,3.0909353443515566,3.1455735679904295,,,
AUDIT scale,Falcon-3-10B-Instruct,10,2.0545782527027043,1.9394278111946548,,,
AUDIT scale,Falcon-3-10B-Instruct,11,2.054184494304465,2.204786811102448,,,
AUDIT scale,Falcon-3-1B-Instruct,1,1.507496578896994,1.4209767113226222,,,
AUDIT scale,Falcon-3-1B-Instruct,2,2.978522194480491,3.0256607584189537,,,
AUDIT scale,Falcon-3-1B-Instruct,3,2.995433607967278,2.8224634809352436,,,
AUDIT scale,Falcon-3-1B-Instruct,4,2.997779054170655,2.945171553977674,,,
AUDIT scale,Falcon-3-1B-Instruct,5,3.1544403643249757,3.304052406855047,,,
AUDIT scale,Falcon-3-1B-Instruct,6,3.1386327450288825,3.3806264012975262,,,
AUDIT scale,Falcon-3-1B-Instruct,7,3.0910916956132586,3.267434105147506,,,
AUDIT scale,Falcon-3-1B-Instruct,8,3.0428677935561472,2.9543608707518225,,,
AUDIT scale,Falcon-3-1B-Instruct,9,3.073296469876261,3.11098760986256,,,
AUDIT scale,Falcon-3-1B-Instruct,10,2.069195159812607,2.0529881362422793,,,
AUDIT scale,Falcon-3-1B-Instruct,11,2.0429524062016635,1.9715328595454984,,,
AUDIT scale,Falcon-3-7B-Instruct,1,1.5161556227875492,1.5205271230211534,,,
AUDIT scale,Falcon-3-7B-Instruct,2,2.989397280705244,2.9094062148203803,,,
AUDIT scale,Falcon-3-7B-Instruct,3,3.062131960673514,3.274872465733854,,,
AUDIT scale,Falcon-3-7B-Instruct,4,3.0060097880469674,3.1126366160296706,,,
AUDIT scale,Falcon-3-7B-Instruct,5,3.1151668114767816,3.139225250460816,,,
AUDIT scale,Falcon-3-7B-Instruct,6,3.063949876569863,2.9968237873797734,,,
AUDIT scale,Falcon-3-7B-Instruct,7,3.0885110399652937,2.9974491153666434,,,
AUDIT scale,Falcon-3-7B-Instruct,8,3.096624493440472,3.1171738554432356,,,
AUDIT scale,Falcon-3-7B-Instruct,9,3.1073187877716943,3.2046886587037875,,,
AUDIT scale,Falcon-3-7B-Instruct,10,2.0396814561319885,2.0496160770322387,,,
AUDIT scale,Falcon-3-7B-Instruct,11,2.0665403432740086,2.062902429997635,,,
AUDIT scale,LFM2-1.2B,1,1.514014165473019,1.4470936408487465,,,
AUDIT scale,LFM2-1.2B,2,2.983306111745661,2.981328450501205,,,
AUDIT scale,LFM2-1.2B,3,3.0269947199828,3.108487702601785,,,
AUDIT scale,LFM2-1.2B,4,2.9897107394532387,2.9618711852023965,,,
AUDIT scale,LFM2-1.2B,5,3.138482831967998,3.141474961287286,,,
AUDIT scale,LFM2-1.2B,6,3.096751892668738,3.0524031226797783,,,
AUDIT scale,LFM2-1.2B,7,3.1824452799845715,3.3817565263930756,,,
AUDIT scale,LFM2-1.2B,8,3.122510774877842,3.060826974224178,,,
AUDIT scale,LFM2-1.2B,9,3.040857896815098,3.039771708319819,,,
AUDIT scale,LFM2-1.2B,10,2.0461433382104945,2.099135320786973,,,
AUDIT scale,LFM2-1.2B,11,2.0305829656721923,2.132702026058052,,,
AUDIT scale,LFM2-2.6B,1,1.5147916542828022,1.4407883584908745,,,
AUDIT scale,LFM2-2.6B,2,2.9610834818976075,2.891688137390528,,,
AUDIT scale,LFM2-2.6B,3,3.0081267997536627,2.9929421567046006,,,
AUDIT scale,LFM2-2.6B,4,3.0187493834209764,3.050072605609244,,,
AUDIT scale,LFM2-2.6B,5,3.1185629523285696,3.2306446232112545,,,
AUDIT scale,LFM2-2.6B,6,3.06633973290608,3.1194952574912937,,,
AUDIT scale,LFM2-2.6B,7,3.0642346716703575,2.976505342529985,,,
AUDIT scale,LFM2-2.6B,8,3.0972570378507047,2.985118386606056,,,
AUDIT scale,LFM2-2.6B,9,3.05363156660476,2.8206430492514243,,,
AUDIT scale,LFM2-2.6B,10,2.0318959525892324,2.0313023644110135,,,
AUDIT scale,LFM2-2.6B,11,2.057953007478034,2.0755257551549584,,,
AUDIT scale,LFM2-8B-A1B,1,1.5185105758040314,1.410282073578223,,,
AUDIT scale,LFM2-8B-A1B,2,2.9702171247680043,2.8854557738079576,,,
AUDIT scale,LFM2-8B-A1B,3,3.056747741687317,3.0353002077744726,,,
AUDIT scale,LFM2-8B-A1B,4,2.9391209577246316,2.8252682935696325,,,
AUDIT scale,LFM2-8B-A1B,5,3.0849360890723805,3.0364407464470755,,,
AUDIT scale,LFM2-8B-A1B,6,3.0462904000850988,2.9204974905627523,,,
AUDIT scale,LFM2-8B-A1B,7,3.1132491395699415,3.2162724305854486,,,
AUDIT scale,LFM2-8B-A1B,8,3.067283688805821,2.9464492798610395,,,
AUDIT scale,LFM2-8B-A1B,9,3.0825585334435246,3.0567842880299185,,,
AUDIT scale,LFM2-8B-A1B,10,2.0652318956814337,2.186125301008084,,,
AUDIT scale,LFM2-8B-A1B,11,2.0457302687755874,2.1032168355382113,,,
AUDIT scale,Llama-3.1-70B-Instruct,1,1.5251752472204796,1.5203958652046765,,,
AUDIT scale,Llama-3.1-70B-Instruct,2,2.9830392264241197,2.9378027469958377,,,
AUDIT scale,Llama-3.1-70B-Instruct,3,3.065838964212714,3.0480898066940787,,,
AUDIT scale,Llama-3.1-70B-Instruct,4,3.0029943981531444,2.9486883553259906,,,
AUDIT scale,Llama-3.1-70B-Instruct,5,3.059243059430533,3.2884911637350625,,,
AUDIT scale,Llama-3.1-70B-Instruct,6,3.0536027464686226,2.9729598712658993,,,
AUDIT scale,Llama-3.1-70B-Instruct,7,3.124178151057101,3.4549866232521524,,,
AUDIT scale,Llama-3.1-70B-Instruct,8,3.161749083402719,3.298083695290386,,,
AUDIT scale,Llama-3.1-70B-Instruct,9,3.0991791734310574,3.126470403593238,,,
AUDIT scale,Llama-3.1-70B-Instruct,10,2.0269709211154,1.9263805043764248,,,
AUDIT scale,Llama-3.1-70B-Instruct,11,2.065342172446068,2.027758626126434,,,
AUDIT scale,Llama-3.1-8B-Instruct,1,1.5112802486381014,1.489169402934987,,,
AUDIT scale,Llama-3.1-8B-Instruct,2,2.975377082388655,2.9275367029397725,,,
AUDIT scale,Llama-3.1-8B-Instruct,3,3.004865523641645,2.912525198793218,,,
AUDIT scale,Llama-3.1-8B-Instruct,4,3.011762882949868,3.0116127245003037,,,
AUDIT scale,Llama-3.1-8B-Instruct,5,3.151317370949094,3.23949069257331,,,
AUDIT scale,Llama-3.1-8B-Instruct,6,3.108169749606355,3.0550373914477658,,,
AUDIT scale,Llama-3.1-8B-Instruct,7,3.169064144088237,3.4214068704916447,,,
AUDIT scale,Llama-3.1-8B-Instruct,8,3.097397781356257,3.199242386423296,,,
AUDIT scale,Llama-3.1-8B-Instruct,9,3.116026721992677,3.238837633339844,,,
AUDIT scale,Llama-3.1-8B-Instruct,10,2.034853296450202,2.119277085206725,,,
AUDIT scale,Llama-3.1-8B-Instruct,11,2.0361027946453376,2.1073981579262053,,,
AUDIT scale,Llama-3.2-1B-Instruct,1,1.5221267255151962,1.5102661723412494,,,
AUDIT scale,Llama-3.2-1B-Instruct,2,2.97098978872429,2.994426435913072,,,
AUDIT scale,Llama-3.2-1B-Instruct,3,3.043906162035931,3.0351925398130963,,,
AUDIT scale,Llama-3.2-1B-Instruct,4,2.9750597042873648,2.9363629753855527,,,
AUDIT scale,Llama-3.2-1B-Instruct,5,3.0822139834614353,2.957578647604856,,,
AUDIT scale,Llama-3.2-1B-Instruct,6,3.066323132607535,2.9935551352304,,,
AUDIT scale,Llama-3.2-1B-Instruct,7,3.0873684487342863,2.9843396149950445,,,
AUDIT scale,Llama-3.2-1B-Instruct,8,3.0583290723909404,2.9311868342243725,,,
AUDIT scale,Llama-3.2-1B-Instruct,9,3.077042452807908,3.06262310342695,,,
AUDIT scale,Llama-3.2-1B-Instruct,10,2.0495523716367288,2.2002500734022,,,
AUDIT scale,Llama-3.2-1B-Instruct,11,2.07333539420816,2.1904367355350054,,,
AUDIT scale,Llama-3.2-3B-Instruct,1,1.516315214291546,1.5299042654951325,,,
AUDIT scale,Llama-3.2-3B-Instruct,2,3.0244227753695205,3.116179197965124,,,
AUDIT scale,Llama-3.2-3B-Instruct,3,3.028237191890428,2.9790119694310846,,,
AUDIT scale,Llama-3.2-3B-Instruct,4,3.0284369237498754,3.1212827325839725,,,
AUDIT scale,Llama-3.2-3B-Instruct,5,3.1486623491972576,3.2865689700669143,,,
AUDIT scale,Llama-3.2-3B-Instruct,6,3.145251296806431,3.049038552631578,,,
AUDIT scale,Llama-3.2-3B-Instruct,7,3.094965394609178,3.126452030384142,,,
AUDIT scale,Llama-3.2-3B-Instruct,8,3.0638545835923794,2.935134534364142,,,
AUDIT scale,Llama-3.2-3B-Instruct,9,3.0914588024370273,3.252660224408469,,,
AUDIT scale,Llama-3.2-3B-Instruct,10,2.025215912736414,1.9130225199780877,,,
AUDIT scale,Llama-3.2-3B-Instruct,11,2.048042959616369,2.022937106568119,,,
AUDIT scale,Llama-3.3-70B-Instruct,1,1.527405683138899,1.4882795337064298,,,
AUDIT scale,Llama-3.3-70B-Instruct,2,2.959600925226516,2.9752866613688984,,,
AUDIT scale,Llama-3.3-70B-Instruct,3,3.0417248504905112,3.012899794152637,,,
AUDIT scale,Llama-3.3-70B-Instruct,4,3.0023853662501754,2.7912093624892105,,,
AUDIT scale,Llama-3.3-70B-Instruct,5,3.0600054566331805,2.9784389828096667,,,
AUDIT scale,Llama-3.3-70B-Instruct,6,3.007001573835338,2.6713480349425054,,,
AUDIT scale,Llama-3.3-70B-Instruct,7,3.1116066609934796,2.9927309061703684,,,
AUDIT scale,Llama-3.3-70B-Instruct,8,3.050752259632288,2.858382459396359,,,
AUDIT scale,Llama-3.3-70B-Instruct,9,3.060455537106801,2.840831982642462,,,
AUDIT scale,Llama-3.3-70B-Instruct,10,2.031472608774883,2.0361908629142857,,,
AUDIT scale,Llama-3.3-70B-Instruct,11,2.0348767610832064,2.127818772710604,,,
AUDIT scale,Ministral-8B-Instruct-2410,1,1.511736324655379,1.3615568996160523,,,
AUDIT scale,Ministral-8B-Instruct-2410,2,2.96933930457897,2.8897003421670604,,,
AUDIT scale,Ministral-8B-Instruct-2410,3,3.131327237952698,3.57999816521209,,,
AUDIT scale,Ministral-8B-Instruct-2410,4,3.018942235735124,3.1041423338520904,,,
AUDIT scale,Ministral-8B-Instruct-2410,5,3.093383745578125,3.094875652962813,,,
AUDIT scale,Ministral-8B-Instruct-2410,6,3.087912646280004,3.0102152790461556,,,
AUDIT scale,Ministral-8B-Instruct-2410,7,3.1659847917995254,3.3421961151581714,,,
AUDIT scale,Ministral-8B-Instruct-2410,8,3.0642014873909793,2.868471085642361,,,
AUDIT scale,Ministral-8B-Instruct-2410,9,3.0579498122248014,2.9885012856119793,,,
AUDIT scale,Ministral-8B-Instruct-2410,10,2.051218172390311,2.08436552302025,,,
AUDIT scale,Ministral-8B-Instruct-2410,11,2.032177839801742,2.100797985468851,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,1,1.5370859061259836,1.501169488268501,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,2,3.0144434608608197,3.1112288022423793,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,3,3.0137332809493977,2.986326390175376,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,4,2.949513241032003,2.7759602548049696,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,5,3.0062129278094845,2.735170309898443,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,6,3.09459616838869,3.159298336857879,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,7,3.107479242513978,3.073587128587356,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,8,3.1341137223248774,3.1121525260985106,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,9,3.0771566843126803,3.199237980885468,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,10,2.0524371530264616,2.018281072694455,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,11,2.0381424263953836,1.9183561280223516,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,1,1.5138849135821908,1.5204107408648568,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,2,2.973453416532682,3.0687903436921844,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,3,3.0549316656623,3.235173780194463,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,4,2.9794454379738076,2.8647352217058986,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,5,3.142432281094624,3.288006719693395,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,6,3.174554442722715,3.388061135108007,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,7,3.11622026626315,3.0107202046994015,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,8,3.086613670798607,2.852358713624606,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,9,3.109478599058439,3.4011584208117576,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,10,2.042735738773807,2.0036342599237873,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,11,2.0395963121161373,2.0175051443843355,,,
AUDIT scale,OLMo-2-7B-Instruct,1,1.528511625877721,1.5006969448442684,,,
AUDIT scale,OLMo-2-7B-Instruct,2,2.9505627857671084,2.9201319599467697,,,
AUDIT scale,OLMo-2-7B-Instruct,3,3.010607282780137,2.8298905037079165,,,
AUDIT scale,OLMo-2-7B-Instruct,4,3.003339255048254,2.949333842988367,,,
AUDIT scale,OLMo-2-7B-Instruct,5,3.1213730933859787,3.040927449437844,,,
AUDIT scale,OLMo-2-7B-Instruct,6,3.13583345765695,3.1137956559741253,,,
AUDIT scale,OLMo-2-7B-Instruct,7,3.0844592059359486,2.967114434827583,,,
AUDIT scale,OLMo-2-7B-Instruct,8,3.112299892903699,3.1085182014077697,,,
AUDIT scale,OLMo-2-7B-Instruct,9,3.0295593428962984,2.8271741107012205,,,
AUDIT scale,OLMo-2-7B-Instruct,10,2.060773117737577,2.1434191765907493,,,
AUDIT scale,OLMo-2-7B-Instruct,11,2.033992143483677,2.046040013511098,,,
AUDIT scale,Phi-3-medium-128k-instruct,1,1.5043692298809113,1.5302664305366054,,,
AUDIT scale,Phi-3-medium-128k-instruct,2,2.990127530737234,3.0153660799274644,,,
AUDIT scale,Phi-3-medium-128k-instruct,3,3.0302772002986025,3.047356737422908,,,
AUDIT scale,Phi-3-medium-128k-instruct,4,3.0456054770435,2.9932859659735476,,,
AUDIT scale,Phi-3-medium-128k-instruct,5,3.1333622520032756,3.33071338553916,,,
AUDIT scale,Phi-3-medium-128k-instruct,6,3.1327233312660594,3.209496577665392,,,
AUDIT scale,Phi-3-medium-128k-instruct,7,3.056368244487311,2.903397941729872,,,
AUDIT scale,Phi-3-medium-128k-instruct,8,3.0844570903859827,3.1618521655220126,,,
AUDIT scale,Phi-3-medium-128k-instruct,9,3.120862266736239,3.136270957805622,,,
AUDIT scale,Phi-3-medium-128k-instruct,10,2.048846568341407,2.0282431040922195,,,
AUDIT scale,Phi-3-medium-128k-instruct,11,2.039360469864687,2.056845566743794,,,
AUDIT scale,Phi-3-mini-128k-instruct,1,1.521748432872333,1.4020765417692562,,,
AUDIT scale,Phi-3-mini-128k-instruct,2,2.9629195481775787,2.9286095906533136,,,
AUDIT scale,Phi-3-mini-128k-instruct,3,3.0423405224773297,2.977327025684753,,,
AUDIT scale,Phi-3-mini-128k-instruct,4,3.041138548866228,3.068100739786765,,,
AUDIT scale,Phi-3-mini-128k-instruct,5,3.0250896373608236,2.7604891533869966,,,
AUDIT scale,Phi-3-mini-128k-instruct,6,3.0873129171435263,3.2302704776992233,,,
AUDIT scale,Phi-3-mini-128k-instruct,7,3.0858391447351874,2.920465453773339,,,
AUDIT scale,Phi-3-mini-128k-instruct,8,3.072150093870507,3.007791557967805,,,
AUDIT scale,Phi-3-mini-128k-instruct,9,3.065801579993194,3.018814874301371,,,
AUDIT scale,Phi-3-mini-128k-instruct,10,2.045276792494401,2.0835853857841933,,,
AUDIT scale,Phi-3-mini-128k-instruct,11,2.0176576858039303,2.0276425043865496,,,
AUDIT scale,Phi-3.5-mini-instruct,1,1.5253629941907656,1.4873179509439622,,,
AUDIT scale,Phi-3.5-mini-instruct,2,2.9648173225435035,2.876922232310714,,,
AUDIT scale,Phi-3.5-mini-instruct,3,3.0372899341550994,3.2839047468862925,,,
AUDIT scale,Phi-3.5-mini-instruct,4,3.0407798820384913,3.0981597399398635,,,
AUDIT scale,Phi-3.5-mini-instruct,5,3.076031522330577,3.141242881182231,,,
AUDIT scale,Phi-3.5-mini-instruct,6,3.0907475402748936,3.117180319158531,,,
AUDIT scale,Phi-3.5-mini-instruct,7,3.127796207355848,3.0674866541961037,,,
AUDIT scale,Phi-3.5-mini-instruct,8,3.1401352703747034,3.3630592047954866,,,
AUDIT scale,Phi-3.5-mini-instruct,9,3.0732199508131752,3.2153380195537857,,,
AUDIT scale,Phi-3.5-mini-instruct,10,2.044650189033298,1.9517009771640952,,,
AUDIT scale,Phi-3.5-mini-instruct,11,2.028381425515506,2.136921280148825,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,1,1.5225191898076686,1.5121063452728756,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,2,2.990655896752993,2.9887616175134313,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,3,3.028873036312044,3.033226430793549,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,4,3.009033842041129,3.04716890829755,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,5,3.065662604044454,2.855178296263453,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,6,3.0832548115807548,3.25475240900715,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,7,3.192569642424792,3.062301136217509,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,8,3.05369332538139,3.0753525153303083,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,9,3.0578621643914654,3.144331889812422,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,10,2.087643834473128,2.2132742471401365,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,11,2.0878327243237624,2.0923015621089314,,,
AUDIT scale,Qwen2.5-14B-Instruct,1,1.5220349091748506,1.4719503251420727,,,
AUDIT scale,Qwen2.5-14B-Instruct,2,2.990158503269454,2.9966019393446475,,,
AUDIT scale,Qwen2.5-14B-Instruct,3,3.0504010521676577,2.9629815935085624,,,
AUDIT scale,Qwen2.5-14B-Instruct,4,2.9814095427350447,2.8807662456718033,,,
AUDIT scale,Qwen2.5-14B-Instruct,5,3.0628932835732257,3.035294518991065,,,
AUDIT scale,Qwen2.5-14B-Instruct,6,3.131263295092108,3.07377908573957,,,
AUDIT scale,Qwen2.5-14B-Instruct,7,3.103040024768485,2.9287228321797816,,,
AUDIT scale,Qwen2.5-14B-Instruct,8,3.1531725286133425,3.1252463105708936,,,
AUDIT scale,Qwen2.5-14B-Instruct,9,3.0533464370564714,3.0716586894850044,,,
AUDIT scale,Qwen2.5-14B-Instruct,10,2.0457656497341223,2.0657788005319047,,,
AUDIT scale,Qwen2.5-14B-Instruct,11,2.0275789776811934,1.902258498216122,,,
AUDIT scale,Qwen2.5-32B-Instruct,1,1.5164486654442904,1.419929123937263,,,
AUDIT scale,Qwen2.5-32B-Instruct,2,3.0004094737266005,3.042567425894661,,,
AUDIT scale,Qwen2.5-32B-Instruct,3,3.008374213005549,2.949797538161714,,,
AUDIT scale,Qwen2.5-32B-Instruct,4,2.9780291277310385,2.8607789954446594,,,
AUDIT scale,Qwen2.5-32B-Instruct,5,3.136446332247382,3.419607055702389,,,
AUDIT scale,Qwen2.5-32B-Instruct,6,3.098723064050474,3.1400870479354075,,,
AUDIT scale,Qwen2.5-32B-Instruct,7,3.0537598336206915,3.1537833074767447,,,
AUDIT scale,Qwen2.5-32B-Instruct,8,3.0801725109349314,3.19818974861297,,,
AUDIT scale,Qwen2.5-32B-Instruct,9,3.119288644005572,3.215753823590232,,,
AUDIT scale,Qwen2.5-32B-Instruct,10,2.0425693446481454,2.002428632650842,,,
AUDIT scale,Qwen2.5-32B-Instruct,11,2.047376483552475,2.137027188442526,,,
AUDIT scale,Qwen2.5-3B-Instruct,1,1.523786798142875,1.4912963201542586,,,
AUDIT scale,Qwen2.5-3B-Instruct,2,3.016265783104978,3.057434587481312,,,
AUDIT scale,Qwen2.5-3B-Instruct,3,3.0603097906740273,3.0971754555261555,,,
AUDIT scale,Qwen2.5-3B-Instruct,4,3.007403042407067,3.1256929231245283,,,
AUDIT scale,Qwen2.5-3B-Instruct,5,3.059108626245876,2.932855849800536,,,
AUDIT scale,Qwen2.5-3B-Instruct,6,3.0839506092355986,3.2035002156873458,,,
AUDIT scale,Qwen2.5-3B-Instruct,7,3.1170187817640893,3.0813472874241565,,,
AUDIT scale,Qwen2.5-3B-Instruct,8,3.1621235234419554,3.203273943866655,,,
AUDIT scale,Qwen2.5-3B-Instruct,9,3.067588901436461,3.165864702384581,,,
AUDIT scale,Qwen2.5-3B-Instruct,10,2.035001632304085,1.9428992631550617,,,
AUDIT scale,Qwen2.5-3B-Instruct,11,2.0324582932620188,2.028163374082148,,,
AUDIT scale,Qwen2.5-7B-Instruct,1,1.5142922869739055,1.479858920046439,,,
AUDIT scale,Qwen2.5-7B-Instruct,2,2.9922223704473483,3.048626648057678,,,
AUDIT scale,Qwen2.5-7B-Instruct,3,3.055304730092229,3.138067106041534,,,
AUDIT scale,Qwen2.5-7B-Instruct,4,3.0277554924793972,3.0516054319259625,,,
AUDIT scale,Qwen2.5-7B-Instruct,5,3.130611361893597,3.2256926115731677,,,
AUDIT scale,Qwen2.5-7B-Instruct,6,3.094169678321084,3.0357492086293925,,,
AUDIT scale,Qwen2.5-7B-Instruct,7,3.10758211327933,3.283982451821827,,,
AUDIT scale,Qwen2.5-7B-Instruct,8,3.059010013760048,3.195091321628975,,,
AUDIT scale,Qwen2.5-7B-Instruct,9,3.04005117451332,2.6865915512441556,,,
AUDIT scale,Qwen2.5-7B-Instruct,10,2.026556668036177,1.9982929186537637,,,
AUDIT scale,Qwen2.5-7B-Instruct,11,2.0106475017213437,1.9367322278391497,,,
AUDIT scale,Qwen3-1.7B,1,1.5329273160816517,1.4697728276272946,,,
AUDIT scale,Qwen3-1.7B,2,2.949977868696323,2.871038013264925,,,
AUDIT scale,Qwen3-1.7B,3,3.0751831056625742,3.099125367057583,,,
AUDIT scale,Qwen3-1.7B,4,2.9785921380783895,2.8243806883545717,,,
AUDIT scale,Qwen3-1.7B,5,3.134177964786794,3.1874672897854257,,,
AUDIT scale,Qwen3-1.7B,6,3.049468316334348,3.121618876686305,,,
AUDIT scale,Qwen3-1.7B,7,3.108027769132762,2.9198777098199713,,,
AUDIT scale,Qwen3-1.7B,8,3.0837509564691907,3.169689952505692,,,
AUDIT scale,Qwen3-1.7B,9,3.0847009194201016,3.077397404013919,,,
AUDIT scale,Qwen3-1.7B,10,2.0445823167877757,2.02932756596516,,,
AUDIT scale,Qwen3-1.7B,11,2.012764431073602,1.9049253740129697,,,
AUDIT scale,Qwen3-14B,1,1.51487730823319,1.4809030407268815,,,
AUDIT scale,Qwen3-14B,2,2.936337007734841,2.7982474930576835,,,
AUDIT scale,Qwen3-14B,3,2.983541006915232,3.052376806929354,,,
AUDIT scale,Qwen3-14B,4,3.0141617850848004,3.1306093065345326,,,
AUDIT scale,Qwen3-14B,5,3.132806127390402,3.2669763650177983,,,
AUDIT scale,Qwen3-14B,6,3.0424347344944205,2.9072523294424064,,,
AUDIT scale,Qwen3-14B,7,3.1309425802248905,3.3327203803897647,,,
AUDIT scale,Qwen3-14B,8,3.092848040804691,3.0391849651545875,,,
AUDIT scale,Qwen3-14B,9,3.045707107594979,3.0916404056354043,,,
AUDIT scale,Qwen3-14B,10,2.0392556505221897,2.0300541890231045,,,
AUDIT scale,Qwen3-14B,11,2.0445894050738467,2.059266661118235,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,1,1.5261519274979096,1.5599100796665792,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,2,2.975897486498012,2.899828370103971,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,3,3.0568012940188733,3.1805601473186966,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,4,3.0207358741560046,3.085490921812647,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,5,3.1007225568057737,3.2446206009201064,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,6,3.0659378080597746,3.2601189294192916,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,7,3.1353235019624317,3.050818518134201,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,8,3.1130112414003324,3.045831571559224,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,9,3.0755558902263953,2.9382025220424772,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,10,2.0702379148206855,2.042707905354483,,,
